,UserId,Username,Ispro,HasStats,Contacts,PhotoCount,MeanViews,GroupsCount,GroupsAvgMembers,GroupsAvgPictures
6016,67726325@N08,Nachtigall55,0,0,45,300,4.44666666667,1,9840.0,162118.0
6017,93706293@N02,SEimaging,1,1,11,352,88.79261363639999,0,0.0,0.0
6018,151976022@N06,k5-moaans,0,0,1,5,0.4,0,0.0,0.0
6019,151050861@N04,nguyễnbeo,0,0,0,12,3.91666666667,0,0.0,0.0
6020,91276273@N00,J. Woodward | iconoco,0,1,876,4227,63.4771705701,111,11368.720720700001,246516.27026999998
6021,84439642@N03,johann walter bantz,0,0,160,4086,631.1906510030001,452,14195.2544248,478666.084071
6022,149961114@N04,Tpalmer20,0,0,2,4427,69.34831714479999,0,0.0,0.0
6023,55898822@N04,JMariaMaria,0,0,36,2048,12.935546875,2,254611.5,1918295.0
6024,46041495@N06,Giulio Parentini,1,1,16,10852,19.4601,11,21027.9090909,248854.454545
6025,145747569@N03,safetywiseheating,0,0,2,40,10.2,0,0.0,0.0
6026,143510208@N06,choihunkil,0,0,0,3,1.0,0,0.0,0.0
6027,148899680@N05,Cudriec,0,0,23,829,30.306393244899997,1,1.0,6.0
6028,155191853@N07,a9-toootz,0,0,1,4,0.5,0,0.0,0.0
6029,102701238@N03,kurokir.youta,0,0,0,1203,60.624272651700004,0,0.0,0.0
6030,101484417@N05,vern bahti minard,0,0,0,208,11.4230769231,0,0.0,0.0
6031,140367972@N02,Mahauxh,0,0,4,25,24.16,0,0.0,0.0
6032,151166572@N05,isaacg9190,0,0,1,1,1.0,0,0.0,0.0
6033,42271934@N04,mhlucero,0,1,74,11981,44.1387,48,1824.97916667,29566.7083333
6034,10594207@N04,chief_yukimo,1,1,10,8898,22.456057541,0,0.0,0.0
6035,53653339@N03,Thisfunktional,0,0,2,3420,55.2883040936,3,174991.333333,1424490.0
6036,145371180@N03,kadenwilson,0,0,21,971,11.6035015448,1,42997.0,1943221.0
6037,60403423@N00,Fer.Ribeiro,1,1,708,11066,232.9243,297,10034.047138,213467.393939
6038,149467134@N05,gachlatnen,0,0,0,113,6.23008849558,0,0.0,0.0
6039,137281588@N05,qingyanghe,0,0,1,4,13.0,1,21.0,59.0
6040,148895109@N08,huongtunn,0,0,4,473,12.035940803399999,0,0.0,0.0
6041,124532499@N04,brassfield.troy,0,0,37,50884,61.7873,1,864.0,5367.0
6042,131952064@N08,gregcromie,0,0,561,3810,41.7490813648,40,17923.075,254806.225
6043,151678333@N06,محمدالصلاح,0,0,1,120,0.116666666667,0,0.0,0.0
6044,155215925@N06,stevenparra867,0,0,1,1,1.0,0,0.0,0.0
6045,159686767@N06,fahimshahrier,0,0,28,17,11.4705882353,0,0.0,0.0
6046,135557505@N08,alexandrepdp80,0,0,197,1965,10.106870229,69,57478.55072459999,1332322.49275
6047,148764153@N08,real_happiness,0,0,193,121,1341.76033058,90,49106.8,1539399.74444
6048,158753385@N05,alganibyyulia,0,0,0,1561,2.68289557976,0,0.0,0.0
6049,158766266@N07,milindamin,0,0,51,20,67.4,0,0.0,0.0
6050,79083573@N04,A-Dubb2012,0,0,880,549,400.014571949,117,14872.034188,499502.62393199996
6051,146765359@N02,guidoromeijn,0,0,1,698,13.2793696275,0,0.0,0.0
6052,21310095@N08,zgoombi,0,0,0,3011,31.508468947199997,0,0.0,0.0
6053,150083960@N02,sergiopacheco4,0,0,0,69,0.260869565217,0,0.0,0.0
6054,88023148@N00,katrencikphoto,0,1,409,6827,69.3166837557,326,11994.601227,294063.282209
6055,152187006@N05,nhậtbếpđiệntừ,0,0,0,186,56.3817204301,0,0.0,0.0
6056,24971227@N00,Grazerin/Dorli B.,1,1,455,4159,192.87905746599998,245,12469.008163299999,255752.04898000002
6057,155649043@N04,q6-griinder,0,0,1,5,0.6,0,0.0,0.0
6058,125201117@N05,mattwatt33,0,0,0,1571,32.5168682368,0,0.0,0.0
6059,77419382@N05,Jimmy_the_Geek,0,0,0,1021,20.521057786500002,0,0.0,0.0
6060,137755319@N07,Bob_Gali,0,0,0,830,10.4963855422,0,0.0,0.0
6061,137373631@N08,g00d-smilees,0,0,1,5,0.4,0,0.0,0.0
6062,24737541@N03,danstark,0,0,1,440,14.9,0,0.0,0.0
6063,29151782@N05,tigran kalevian,0,0,36,191,911.2827225130001,120,7719.51666667,239643.566667
6064,34780817@N03,MarkMcClure @WalksInPortland,1,1,178,22051,13.5586,36,1972.44444444,17709.6944444
6065,151952280@N07,kalebcochran,0,0,1,1,5.0,0,0.0,0.0
6066,10474377@N05,The Donnelley Family,1,1,6,6574,80.7042896258,0,0.0,0.0
6067,11398652@N00,ramesh_lalwani,0,1,397,6755,505.186972613,100,9772.18,197912.45
6068,152837904@N08,yumiixchel,0,0,7,12,0.33333333333299997,2,1972.5,36043.0
6069,96004527@N03,JerZRose,0,0,20,390,4.42307692308,2,229047.5,4270762.0
6070,7164722@N04,ryantatar,0,1,264,3047,269.560879554,139,7252.20143885,173892.467626
6071,130039811@N02,Irsanf27,0,0,0,127,108.023622047,0,0.0,0.0
6072,29061579@N04,FernShade,1,1,86,2733,475.494328577,341,9255.32844575,178965.753666
6073,148831764@N04,World Citizenships,0,0,202,233,115.31330472100001,52,10460.826923100001,446060.384615
6074,99752844@N05,Dayan Pérez,0,0,1327,208,653.942307692,52,39581.384615400006,1119267.15385
6075,21247378@N04,FrankJCasella.pixels.com,1,1,218,1107,1360.67389341,84,22735.738095200002,662319.964286
6076,61180605@N03,ziengler,0,1,191,28863,31.7416,421,8845.52494062,283261.206651
6077,147365679@N04,dodicjatmiko,0,0,0,2195,10.5571753986,0,0.0,0.0
6078,7429999@N07,dwblakey,0,0,119,3970,196.34357682599997,26,11256.9615385,142040.038462
6079,91846587@N06,rdaynier,0,0,0,208,1.16346153846,0,0.0,0.0
6080,151033735@N04,kevinmcenany,0,0,12,1249,1.97838270616,0,0.0,0.0
6081,123645577@N04,geni.mahjoub,0,0,7,314,25.5063694268,0,0.0,0.0
6082,25915316@N00,Vic Zigmont,0,0,998,498,1134.82329317,84,11219.309523799999,287655.47619
6083,158825688@N06,oo0-biirdy,0,0,1,4,1.0,0,0.0,0.0
6084,151675164@N03,phyllisleonard53,0,0,0,210,1.17619047619,0,0.0,0.0
6085,133048398@N08,barrypphotos,0,0,97,508,559.297244094,265,7628.56603774,288002.630189
6086,152789753@N06,daotrungkien,0,0,0,2,0.5,0,0.0,0.0
6087,107734080@N03,BabbleCat3000,0,0,530,11291,6.4498,0,0.0,0.0
6088,31831973@N02,laragabriel,0,0,332,642,101.302180685,19,26796.0,534819.947368
6089,51325026@N02,Manuel ROMARIS,1,1,5640,5469,701.096909856,211,25192.7488152,1030878.26066
6090,16884939@N06,guitarchance,0,0,37,102,83.2843137255,29,63392.03448280001,1098315.89655
6091,141909205@N08,katzenworld,0,0,10,1060,274.36415094299997,1,1.0,0.0
6092,154777186@N06,RealBadMan16,0,0,1,1,0.0,0,0.0,0.0
6093,60088351@N02,Kvasir79,0,1,40,2446,134.03638593600002,43,2029.25581395,42130.16279069999
6094,129764017@N05,taha_tanzania,0,0,7,1641,199.17915904900002,0,0.0,0.0
6095,91142521@N08,Occasionally Focused,1,1,309,5102,583.919247354,48,10640.8958333,236862.375
6096,122847811@N02,Aleishatilson,0,0,52,1443,57.6874566875,152,28667.1381579,526697.309211
6097,82302849@N08,simonereger,0,0,10,440,112.23181818200001,75,48666.5066667,1350320.0933299998
6098,127609358@N05,jeffellis24,0,0,3302,714,813.214285714,282,12353.0283688,361696.124113
6099,134656381@N06,uytran38,0,0,0,56094,1.0419,0,0.0,0.0
6100,38944278@N07,StefanoG.com,1,1,1394,3392,2419.13384434,518,11391.227799200002,285109.227799
6101,35357001@N02,Rubicorno,0,1,873,1123,292.496883348,32,5832.84375,141189.46875
6102,132091579@N04,nuhoangmuaxuan_9x,0,0,1,4013,16.5287814603,0,0.0,0.0
6103,134169814@N03,eleanor.bowring,0,0,698,1358,270.550073638,157,20569.751592400004,698377.197452
6104,98621234@N00,Mayank Austen Soofi,1,1,548,44497,139.1867,39,5128.92307692,159067.25641
6105,144648023@N06,ehoweler1,0,0,0,515,6.64077669903,0,0.0,0.0
6106,148660704@N06,len.william1,0,0,7,394,0.8020304568529999,0,0.0,0.0
6107,98336750@N03,17th Connecticut,0,0,1,4244,18.28133836,0,0.0,0.0
6108,72865085@N05,Jygo13,1,1,158,801,735.426966292,296,16010.695945899999,624450.692568
6109,10577625@N08,DUKUDUDE,0,0,4,1514,7.11030383091,0,0.0,0.0
6110,91893486@N07,Pas-Q,0,1,246,256,117.53125,75,11533.946666700002,342750.573333
6111,153653233@N07,峻黃,0,0,1,8,3.5,0,0.0,0.0
6112,76217081@N04,Didier Iceman,0,1,317,224,51.1383928571,12,44587.25,1655147.3333299998
6113,136709066@N03,cocoonparlour,0,0,0,15,39.4,0,0.0,0.0
6114,11835363@N07,bandala bandala,0,0,19,271,13.2730627306,0,0.0,0.0
6115,30517243@N05,Wilson(Wei叔)@Taipei,0,0,446,100,277.16,2,8592.5,151755.0
6116,49209306@N00,DeanWilsonUK,0,0,42,1461,11.490759753599999,7,19313.0,153495.0
6117,150969010@N07,ice_the_gun,0,0,1,12,6.5,0,0.0,0.0
6118,106143344@N04,Daily Forex Signals,0,0,58,5491,10.3731560736,0,0.0,0.0
6119,26338974@N05,nealecastelino,0,0,71,1353,45.167036215799996,2,274717.5,2235317.0
6120,74163325@N00,jmarnaud,1,1,2631,32949,145.0247,100,19670.57,458650.37
6121,77323615@N00,PENG-CHUN YEN《顏鵬峻》,0,1,947,6288,196.42302799,27,13059.703703700001,328555.148148
6122,138404279@N04,s.razura,0,0,195,626,605.793929712,46,22501.869565200002,637780.195652
6123,8257780@N08,pedersound,0,0,13,105,49.3238095238,5,3824.0,3431.8
6124,96808018@N06,juliavhill,0,0,12,1521,39.8349769888,126,4264.33333333,70221.2142857
6125,137302046@N02,marilynpark1,0,0,1,2,0.0,0,0.0,0.0
6126,158801524@N02,k5-loveey,0,0,1,3,0.33333333333299997,0,0.0,0.0
6127,142858465@N05,سارةالرشيدي,0,0,21,280,9.95714285714,0,0.0,0.0
6128,78344470@N06,yzabelle05,0,0,5,443,8.27313769752,0,0.0,0.0
6129,71635247@N07,Danae8926,0,0,0,690,8.327536231880002,0,0.0,0.0
6130,149459998@N06,Bron.Wolff,0,0,217,317,495.832807571,42,21804.3571429,586679.761905
6131,95503075@N08,vlad8a,0,0,1,229,11.4890829694,0,0.0,0.0
6132,152751211@N05,harimaida,0,0,1,1,0.0,0,0.0,0.0
6133,9622220@N04,Dasapta Erwin Irawan,0,0,27,562,44.7989323843,5,646.6,9793.4
6134,59096640@N07,Brodyman713,0,0,165,276,56.7898550725,2,148.0,1236.5
6135,154021442@N02,bayat_bun_2007,0,0,1,2,0.5,1,8741.0,22122.0
6136,61981134@N00,sadbear,1,1,187,26357,23.5186,29,5117.13793103,112828.344828
6137,22031570@N04,msharq.com,0,0,193,145,119.875862069,115,14562.4521739,282583.87826100003
6138,148574661@N02,Lorenzo Colina,0,0,1,10,6.1,0,0.0,0.0
6139,7238543@N07,scion_cho,0,1,499,2689,577.10152473,55,16144.236363600001,475834.581818
6140,155191791@N02,a3-luuxy,0,0,1,3,0.33333333333299997,0,0.0,0.0
6141,142855480@N02,MK4130,0,0,0,572,4.04020979021,0,0.0,0.0
6142,158161109@N08,abroabo,0,0,12,5,2.2,0,0.0,0.0
6143,87848489@N00,TJ McCue,0,1,14,2834,13.9950599859,12,609.5,2516.66666667
6144,152454854@N08,oliverodemarcevv75,0,0,1,55,3.01818181818,0,0.0,0.0
6145,53274034@N00,East Valley professional real estate agent,0,0,1,1367,40.4381858083,0,0.0,0.0
6146,146307122@N07,Philtography1,0,0,1,47,14.744680851099998,0,0.0,0.0
6147,146849080@N05,mizaelhuerta,0,0,17,79,29.5189873418,0,0.0,0.0
6148,100430667@N08,baerbelsnaturfoto,0,0,1203,1685,325.5115727,1,3029.0,272705.0
6149,157807400@N03,kgmconnect,0,0,2,12,3.25,0,0.0,0.0
6150,141335301@N02,aemvcs,0,0,0,367,5.2697547683899995,0,0.0,0.0
6151,150412135@N03,Duy Canon,0,0,18,272,18.3860294118,1,827.0,3868.0
6152,152463862@N07,huyle001,0,0,0,247,1.4574898785400001,0,0.0,0.0
6153,100935058@N04,aliciasalabert,0,0,27,93,16.1612903226,9,67485.88888890001,777404.777778
6154,138016027@N06,Louis (Michel) Sinnassamy,0,0,28,949,976.6638566910001,456,5729.51973684,147469.686404
6155,146429183@N05,Géraldine.D Photographie,0,0,5,31,20.3548387097,0,0.0,0.0
6156,151302717@N03,ayferhaydaroğlu,0,0,18,896,3.9441964285699997,0,0.0,0.0
6157,144677882@N05,eloysarrat,0,0,6,481,26.8066528067,1,160.0,2592.0
6158,9648338@N02,Gary Notsew,0,0,2,691,4.95658465991,0,0.0,0.0
6159,62647107@N00,beeing-myself,1,1,1244,3086,269.524627349,544,7621.19301471,190615.29963199998
6160,159634918@N08,cardomaurizio,0,0,1,46,136.15217391299998,62,51675.2258065,1489290.46774
6161,151868286@N06,juangonzalez66,0,0,2,5,2.8,0,0.0,0.0
6162,100807877@N02,jerrry600,0,0,5,415,2.32289156627,0,0.0,0.0
6163,154900156@N06,Sk.Eshrak,0,0,34,53,6.58490566038,11,71120.0909091,989387.090909
6164,27100316@N02,billycalzada,1,1,139,2869,220.78145695400002,32,33443.0625,398781.59375
6165,58034434@N06,Matt Dolphin,1,1,4799,1358,380.450662739,160,21137.6,602639.28125
6166,35806881@N00,Uri Ar,0,0,17,4545,8.79867986799,2,104.5,304.5
6167,149002262@N06,Traces 2C,0,0,0,31,171.967741935,3,2002.66666667,41683.0
6168,26881258@N07,Kees Kort Collection,0,0,43,1468,1153.90258856,32,470.0,10390.65625
6169,55977239@N03,naoking18,0,0,12,5597,13.0441307843,0,0.0,0.0
6170,135032038@N07,le.bouffe,0,0,1,34795,8.0275,0,0.0,0.0
6171,43722553@N04,Gian-Foo-tography,1,1,4,21856,59.9442,0,0.0,0.0
6172,14360005@N04,josephlee1001,0,1,1192,44558,987.6176,158,14572.094936700001,288447.778481
6173,151029913@N02,sodrenick,0,0,1,190,13.2894736842,0,0.0,0.0
6174,134459141@N05,serguzestotel,0,0,0,533,18.9305816135,0,0.0,0.0
6175,158799798@N06,bimbanuda,0,0,4,38,303.894736842,0,0.0,0.0
6176,26932556@N04,SMUKHERJEE-1974,0,0,3,956,106.368200837,0,0.0,0.0
6177,142222654@N02,simonpeng1,0,0,4,96,25.7604166667,0,0.0,0.0
6178,68277095@N05,hatamoto_s,0,0,69,37,132.945945946,16,4958.25,163455.625
6179,150094535@N08,Brick_Battlefield,0,0,190,43,1061.3255814,25,20413.4,156770.24
6180,152466042@N07,henmartin2005,0,0,12,21,6.57142857143,0,0.0,0.0
6181,152751471@N05,gleaaming-lick,0,0,1,4,1.25,0,0.0,0.0
6182,151120714@N06,nguyễnhữudiễnnguyen,0,0,0,29,0.206896551724,0,0.0,0.0
6183,28361331@N08,kewlpack,1,1,60,4552,28.5711775044,21,45053.5714286,601368.0
6184,39145294@N00,bilateral,1,1,208,15569,59.5612,28,1024.46428571,16111.0
6185,130981086@N07,enjoyyourlife11013,0,0,483,1966,33.070193285900004,0,0.0,0.0
6186,148145345@N05,talyacoviello,0,0,14,300,9.53333333333,0,0.0,0.0
6187,52297608@N07,Jesse B - IL,0,1,607,1178,841.7860780980001,83,999.144578313,40709.89156630001
6188,87328435@N04,wr617143,0,0,0,2731,1.11644086415,1,159.0,5428.0
6189,7905214@N04, Cisco Kid ,0,1,816,25897,252.7149,64,4848.921875,114359.75
6190,38955607@N05,Caio César Viana,0,0,85,2784,37.0186781609,52,8243.76923077,290896.25
6191,153885646@N08,fishen64,0,0,36,78,66.7179487179,16,34945.1875,352019.75
6192,38971388@N04,Amyblue1,0,0,19,3322,27.108067429299997,0,0.0,0.0
6193,81955378@N05,hellaslive,0,0,2,19691,26.9346,0,0.0,0.0
6194,112081086@N07,jhconnaher,0,0,365,1546,405.03428201800006,33,10662.0,290080.424242
6195,95381584@N06,david_A_2263,0,0,5,458,53.7903930131,0,0.0,0.0
6196,156920430@N03,unocafe,0,0,2,144,5.68055555556,0,0.0,0.0
6197,151953490@N07,spicy-cuteygiirl,0,0,1,4,0.5,0,0.0,0.0
6198,152632354@N06,fluurty-e,0,0,1,3,1.33333333333,0,0.0,0.0
6199,149210921@N07,lyricsbright.com,0,0,1,98,2.1020408163299997,0,0.0,0.0
6200,48530719@N02,antonbrand,0,0,27,1471,201.683888511,3,1359.66666667,10700.3333333
6201,154077855@N05,ineedhalloweenideas,0,0,1,624,58.8557692308,0,0.0,0.0
6202,43166043@N05,nonno.franco,1,1,0,14878,1.8469,0,0.0,0.0
6203,152024633@N08,anasruloh_ma,0,0,14,3,0.0,0,0.0,0.0
6204,60591747@N06,Mr Joseph Bloggs,0,1,1037,2941,1056.6800408,1043,2868.57430489,151937.57047
6205,62599287@N07,¡ REINA MOMO !,0,0,3,669,17.9775784753,0,0.0,0.0
6206,128326315@N04,keliso666,0,0,19,608,47.34375,0,0.0,0.0
6207,151431928@N06,Allah.Is.One,0,0,1,321,15.264797507799999,0,0.0,0.0
6208,109459347@N08,frecari,0,0,2307,393,855.541984733,186,14501.8602151,514081.456989
6209,85410739@N04,Judybluekat,0,0,7,8503,13.1399506057,0,0.0,0.0
6210,144592471@N05,Sin.culha,0,0,14,143,22.9020979021,0,0.0,0.0
6211,108078217@N03,СтенаОбъявлений,0,0,1,24869,0.7859999999999999,0,0.0,0.0
6212,133795154@N03,armct,1,1,49,619,213.789983845,76,34602.5394737,1015274.3157899999
6213,52446511@N03,mickey_hho,0,0,4,102,14.7941176471,0,0.0,0.0
6214,61852950@N07,goldenarrow3,0,0,2,280,28.092857142899998,0,0.0,0.0
6215,33195375@N02,DoLCeuSaGi,0,0,55,2954,24.7034529452,0,0.0,0.0
6216,88668706@N00,tridral,1,1,1421,4662,21.0879450879,109,9500.53211009,215178.08256900002
6217,148695732@N06,tokyo8326,0,0,132,577,9.036395147310001,0,0.0,0.0
6218,53534482@N02,JETfri,1,1,562,1228,2069.06596091,47,1341.57446809,32275.127659599995
6219,155193013@N07,y4-dooll,0,0,1,4,2.0,0,0.0,0.0
6220,69212735@N03,robertpeckyno,0,0,6,1313,24.7395277989,4,135.5,1657.5
6221,57251729@N08,gregorklar,0,0,16,2563,34.6547015217,0,0.0,0.0
6222,111133233@N05,erikaMachinka,0,0,324,1240,89.8491935484,46,10139.3478261,190057.956522
6223,154187615@N05,swetha130,0,0,1,17,6.294117647059999,0,0.0,0.0
6224,51428106@N02,Stanislav Chashin,0,0,19,18,6.27777777778,0,0.0,0.0
6225,152313099@N02,nurfarahana,0,0,8,4,11.25,0,0.0,0.0
6226,137265920@N07,NSnooze,0,0,299,2339,423.40786661,84,7017.9047619,151938.238095
6227,136419775@N07,NVenot,0,0,45,193,819.6113989639999,175,16239.468571399999,413468.12
6228,23572688@N00,Mahdi Ayat.,0,0,1138,6313,48.61048629810001,167,20745.748503,574536.6886229999
6229,8400961@N06,Martin Price Photography,0,1,192,1219,282.613617719,69,11180.5072464,151098.376812
6230,135078799@N04,bikerM46,0,0,20,631,225.29160063400002,47,23542.297872299998,1012871.68085
6231,141303473@N04,А ну-ка Давай-ка,0,0,0,167,43.2215568862,0,0.0,0.0
6232,31261503@N06,seua_yai,1,1,237,42129,8825.6092,343,5088.6909621,123242.402332
6233,78833899@N00,jerschneid,0,1,31,15050,51.0175,0,0.0,0.0
6234,137301686@N02,x-smileez,0,0,1,3,2.0,0,0.0,0.0
6235,118078423@N04,iSukantapal,0,0,95,3809,26.2701496456,19,67169.7368421,1298997.2105299998
6236,20816374@N04,Matt_Burt,1,1,485,5885,233.57434154599997,125,31432.216,796171.552
6237,134550511@N02,Angus_Wheadon,0,0,7,32,40.5625,9,15514.4444444,303327.111111
6238,9307416@N07,Pixnow-FRW,1,1,48,3010,88.5936877076,23,4957.43478261,73760.3478261
6239,154817472@N02,xindongchen,0,0,1,8,35.125,0,0.0,0.0
6240,155885714@N04,janoskim,0,0,1,18,10.3888888889,0,0.0,0.0
6241,49795052@N05,jwzw@ymail.com,0,0,1,956,173.66108786599997,34,52866.9411765,2085890.0882400002
6242,154905071@N02,javieralfons,0,0,4,45,7.08888888889,0,0.0,0.0
6243,114793564@N05,Stefania Avila,0,0,368,284,938.6267605630001,20,53844.55,748023.35
6244,72882869@N07,roger.kotoc,0,0,38,2532,15.532385466,0,0.0,0.0
6245,137287118@N05,e2-liipgloss,0,0,1,3,2.0,0,0.0,0.0
6246,133058919@N07,vixen.wottitz,1,1,695,512,534.7421875,425,2515.33411765,153565.42588199998
6247,56157115@N05,eujinn89,0,0,14,361,10.8531855956,0,0.0,0.0
6248,78941484@N03,Kazi Junaid Saifi,0,0,0,43,87.0930232558,0,0.0,0.0
6249,32313491@N00,jsleblanc,0,1,12,2198,10.0664240218,0,0.0,0.0
6250,13878868@N07,bojanmustur,0,0,1,297,8.808080808080001,0,0.0,0.0
6251,152488525@N08,Caleb Sean,0,0,1,5,36.2,0,0.0,0.0
6252,95050122@N07,spazioliberolauraeva,0,0,0,27837,2.6693,0,0.0,0.0
6253,150650016@N03,zahraaain,0,0,0,28,6.42857142857,0,0.0,0.0
6254,152535525@N05,LSJHerbert,0,0,1,257,1.4280155641999999,0,0.0,0.0
6255,14533495@N00,Dober Man,1,1,268,42091,1811.0689,768,6548.63671875,178484.66275999998
6256,31654142@N08,diclin,1,1,748,762,442.08661417300004,31,22700.8387097,285458.516129
6257,93391696@N04,M.MIZUIDE,1,1,2,9408,0.964285714286,0,0.0,0.0
6258,42056416@N00,javasilk,1,1,23,1217,32.396055875100004,0,0.0,0.0
6259,145489071@N04,aaronlam1,0,0,7,81,44.1358024691,0,0.0,0.0
6260,146790570@N03,clgt_99,0,0,3,291,5.22336769759,0,0.0,0.0
6261,45522963@N05,Joe_Yin,0,0,22,16246,15.847999999999999,0,0.0,0.0
6262,141240933@N08,raskam115,0,0,0,1162,3.77194492255,0,0.0,0.0
6263,151977072@N06,i4-hootty,0,0,1,5,0.8,0,0.0,0.0
6264,155622543@N04,rezaahmadi170,0,0,1,6,4.83333333333,0,0.0,0.0
6265,155416715@N04,julianandreatta,0,0,29,45,7.86666666667,2,38700.0,492173.5
6266,23938547@N05,moneycoach,0,0,33,569,84.4042179262,6,252.5,11335.3333333
6267,109457765@N07,p19900730,0,0,0,215,20.2,0,0.0,0.0
6268,49175617@N00,jdaisy,1,1,139,4246,50.8629298163,158,5224.21518987,69897.7974684
6269,46748017@N08,jmc oatlands,0,0,3,1414,65.3316831683,5,706.0,43593.2
6270,82308390@N00,Joshwalker1026,0,0,180,2561,240.671222179,8,6126.25,308552.5
6271,93608894@N02,Jean-Pierre ARIBAU,1,1,4364,2358,1130.55597964,148,18328.641891900003,442506.006757
6272,71847717@N00,jrbin,0,1,15,2153,32.5931258709,5,6708.8,190947.8
6273,158999359@N03,luisperdomo,0,0,9,25,19.76,0,0.0,0.0
6274,149402489@N04,veloceInternational,0,0,1,158,4.24683544304,0,0.0,0.0
6275,7907513@N02,cfms_mail,0,0,11,3663,16.0483210483,0,0.0,0.0
6276,159283794@N04,ksiebt,0,0,2,502,20.5338645418,0,0.0,0.0
6277,18184558@N05,u.dweller,0,0,0,449,2.49220489978,0,0.0,0.0
6278,11847703@N05,lamsongf,1,1,6,32846,55.8121,7,14982.2857143,118362.428571
6279,151497048@N03,hdwallpaperslife1,0,0,127,886,41.537246049699995,0,0.0,0.0
6280,126929765@N02,mkargop,0,0,57,2813,32.6167792392,0,0.0,0.0
6281,139510063@N02,shawn_andrew101,0,0,16,180,11.4055555556,4,136539.25,1395909.0
6282,47873350@N00,Moonshine and Matches,0,1,119,3403,130.175139583,62,4681.09677419,81782.14516130001
6283,79372465@N08,PhilHydePhotos,1,1,1447,3821,293.350431824,68,13841.0294118,489424.044118
6284,22398355@N06,daniel_james,1,1,51,1078,210.221706865,181,8704.88950276,129254.353591
6285,21328897@N03,evergreenpics,0,1,1032,2660,137.904511278,407,13682.113022100002,359761.909091
6286,148745160@N05,bumsu,0,0,91,317,4.4479495268099996,0,0.0,0.0
6287,143968950@N03,Samuel Barbey,0,0,142,167,37.5389221557,0,0.0,0.0
6288,158801354@N02,looud-bubblesss,0,0,1,3,0.0,0,0.0,0.0
6289,76063573@N00,wolphcry,1,1,9,4553,94.5165824731,29,28934.0689655,782189.172414
6290,90135707@N05,mirage7714,0,0,80,850,79.89882352939999,30,39392.6333333,538712.033333
6291,138074928@N08,reggaeworldcrew,0,0,0,406,51.7266009852,0,0.0,0.0
6292,144931704@N02,alexrova,0,0,2,2,0.0,0,0.0,0.0
6293,38453347@N04,Livesurfcams,1,1,972,2912,504.94024725300005,101,9070.54455446,269457.16831700003
6294,150254313@N07,vabukfoding,0,0,12,27,6.96296296296,1,165.0,888.0
6295,46074423@N00,giesing,0,0,50,1828,41.2314004376,4,150105.0,1137656.75
6296,148072786@N07,bg1wfs,0,0,13,359,1.97771587744,4,24460.25,969737.25
6297,158765645@N05,skillzme,0,0,0,17,1.47058823529,0,0.0,0.0
6298,83797756@N00,tizbarb,1,1,43,5012,18.566839585,17,15005.6470588,369776.882353
6299,63121580@N06,McMac70,1,1,3398,1731,1491.47198151,331,11713.737160100001,388429.459215
6300,134370844@N03,bachmannpictures,0,0,0,486,20.4855967078,0,0.0,0.0
6301,150231803@N08,francoisferchaux,0,0,0,3,3.33333333333,0,0.0,0.0
6302,88515175@N00,FongFotos,1,1,51,2625,53.2758095238,25,32578.04,535241.16
6303,10163041@N03,abs3453,0,0,6,636,23.4449685535,0,0.0,0.0
6304,92886498@N07,Mario Hausmann,0,0,175,123,161.869918699,69,25945.4057971,692501.014493
6305,39368094@N03,MikeCc.Cheung,1,1,49,660,181.37424242400002,47,28202.7234043,427330.382979
6306,35385240@N06,クリスҒ,0,0,0,24512,19.8865,1,18078.0,932.0
6307,130056862@N03,eaburlingame,0,0,21,1090,20.2972477064,1,5556.0,1132532.0
6308,58563973@N00,western4uk,1,1,24,30151,5.3451,18,2427.27777778,14831.611111100001
6309,54415393@N00,Rhisiart Hincks,0,1,2507,3089,2787.48429913,408,4686.04411765,105075.73529400001
6310,137302036@N02,s2-luuck,0,0,1,6,0.833333333333,0,0.0,0.0
6311,146350239@N08,maszup,0,0,474,214,359.28037383199995,0,0.0,0.0
6312,151494551@N07,acoplan2012,0,0,4,5,48.4,8,93344.0,2549036.125
6313,127797120@N02,klausgra000,0,0,7,232,10.262931034500001,1,65.0,216.0
6314,20971292@N00,Cristian Galletti,1,1,261,1969,70.1853732859,60,28972.2333333,761065.85
6315,104274148@N03,michael89294,0,0,96,10053,25.2492,7,73266.7142857,582870.0
6316,133928634@N02,doctornocomoparaloquepeso,0,0,0,232,6.564655172409999,0,0.0,0.0
6317,62324671@N07,drmasquerade50,0,1,271,1896,16.6033755274,0,0.0,0.0
6318,118229546@N06,lolicon :D,0,0,58,716,291.33659217900004,32,20299.0625,490595.5625
6319,148075655@N05,donnacai,0,0,3,15,3.13333333333,0,0.0,0.0
6320,61677517@N08,reobuyer,0,0,0,2089,8.18238391575,0,0.0,0.0
6321,154683651@N02,nhạnthái,0,0,4,24,2.45833333333,0,0.0,0.0
6322,136517546@N07,mikle_bo2,0,0,0,40290,0.7186,0,0.0,0.0
6323,111359065@N05,huotob,0,0,32,506,12.3932806324,12,45621.4166667,370008.666667
6324,147119263@N04,anasaldm,0,0,0,5,4.0,0,0.0,0.0
6325,152592412@N05,tangyy-lover,0,0,1,4,0.5,0,0.0,0.0
6326,98172467@N00,salmef,0,0,13,1297,38.2043176561,3,93.0,532.666666667
